Mathieu Lacombe - Député de Papineau à l'Assemblée nationale du Québec,92777629305,2020-05-01 22:25:14,"TARIFS DE GARDE | Depuis hier, j’ai reçu plusieurs questions au sujet du paiement des frais de garde pour les parents qui décident de ne pas réintégrer tout de suite leurs enfants à la garderie, au CPE ou en milieu familial. J’ai rapidement compris la source de la confusion. Avec l’annonce de lundi, j’ai publiquement dit que les parents dont les enfants ne retourneraient pas dans leur service de garde éducatif pourraient conserver leur place jusqu’au 1er septembre, puis qu’ils n’auraient pas à payer avant leur retour. J’aurais plutôt dû dire que les parents pourront conserver leur place jusqu’au 1er septembre, puis qu’ils n’auront pas à payer avant le retour À LA NORMALE du réseau, ce printemps ou cet été, lorsque nous permettrons un retour de 100 % des enfants. La compensation que nous offrirons aux CPE, aux garderies subventionnées ou non ainsi qu’aux responsables de service de garde en milieu familial est construite de cette façon. C’est aussi ce qu’on a déjà donné comme directives au réseau. J’ai donc compris que c’est la raison pourquoi beaucoup d’entre-vous m’avez écrit là-dessus. Si vous avez des questions, n’hésitez pas! Mon équipe et moi sommes là pour ça! Ligne du Ministère de la Famille 👉 1 855 336-8568",https://www.facebook.com/MathieuLacombeCAQ/photos/a.410593262802457/790504048144708/?type=3,236
Louis-Charles Thouin - Député de Rousseau,92781839525,2020-05-01 23:32:05,"En ce vendredi soir, j’ai une pensée pour notre premier ministre. Depuis plusieurs semaines, il doit prendre quotidiennement des décisions importantes dans un contexte très difficile afin de protéger le peuple québécois. Mes collègues et moi lui rappelons constamment de prendre bien soin de lui, car le Québec a besoin de lui plus que jamais. Je suis immensément fier de M. Legault. (Crédit photo : Emilie Nadeau)",https://www.facebook.com/LouisCharlesThouinCAQ/photos/a.2186108851418641/3388394914523356/?type=3,108
Joël Arseneau,92782643517,2020-05-01 23:58:25,"✅ Dossier réglé! Le bingo pourra reprendre à la radio! Après avoir plaidé cette semaine pour le retour du bingo de CFIM (et des Dames auxiliaires), je vous annonce que nous avons obtenu gain de cause. Le loisir préféré de plusieurs insulaires reprendra donc bientôt, tout en contribuant au financement de notre radio communautaire et de nombreux organismes du milieu.",https://www.facebook.com/joelarseneauDepute/photos/a.2125822887491285/3860723417334548/?type=3,92
Catherine Dorion,92777290052,2020-05-01 22:25:44,No Message,https://www.facebook.com/catherinedorionqs/videos/2122538607892064/,290
Gilles Bélanger - Député d'Orford,92781673771,2020-05-01 23:38:19,"Vous avez reçu notre dépliant avec Le Reflet du Lac ces derniers jours! Vous pouvez le conserver pour avoir en un seul endroit les ressources en aide alimentaire, en soutien psychologique, en violence conjugale et principaux programmes pour les particuliers. En plus, vous avez nos photos! 😄 mais surtout nos coordonnées, n’hésitez pas, on est là pour vous!",https://www.facebook.com/GillesBelangerorford/photos/a.246340735998121/564251764207015/?type=3,9
Nancy Guillemette - Députée de Roberval,92781585379,2020-05-01 23:29:15,Magnifique! Voyez la chute de Val-Jalbert se libérer de ses glaces.... impressionnant!,https://www.facebook.com/VillageValJalbert/videos/2629777933800373/,6
